Independent Variables
"10,93207.08,44.81,1,14"
"4,93175,44.8,1,20"
"8,93037.15,44.73,1,6"
"8,93000.44,44.71,1,1"
"5,92999.18,44.71,1,11"
"6,92992.78,44.71,1,2"
"13,92900.61,44.66,1,9"
"4,92864.3,44.65,1,5"
"5,92803.26,44.62,1,17"
"15,92751.62,44.59,1,16"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,10"
"6,86063.77,41.38,1,6"
"6,86063.77,41.38,1,16"
"6,86063.77,41.38,1,12"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,2"
"6,86063.77,41.38,1,12"
"6,86063.77,41.38,1,16"
"6,86063.77,41.38,1,16"
"6,86063.77,41.38,1,12"
"6,86063.77,41.38,1,2"
"6,86063.77,41.38,1,3"
"6,86063.77,41.38,1,4"
"6,86063.77,41.38,1,7"
"6,86063.77,41.38,1,10"
"6,86063.77,41.38,1,3"
"6,86063.77,41.38,1,19"
"6,86063.77,41.38,1,4"
"6,86063.77,41.38,1,7"
"6,86063.77,41.38,1,11"
"6,86063.77,41.38,1,19"
"6,86063.77,41.38,1,15"
"6,86063.77,41.38,1,15"
"6,86063.77,41.38,1,1"
"6,86063.77,41.38,1,2"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,14"
"6,86063.77,41.38,1,13"
"6,86063.77,41.38,1,5"
"6,86063.77,41.38,1,10"
"6,86063.77,41.38,1,17"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,18"
"6,86063.77,41.38,1,16"
"6,86063.77,41.38,1,4"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,13"
"4,96000,46.15,1,2"
"14,95937.18,46.12,1,11"
"15,95894.63,46.1,1,10"
"4,95878,46.1,1,4"
"6,95787.14,46.05,1,13"
"10,95727.74,46.02,1,8"
"5,95726,46.02,1,4"
"7,95627.37,45.97,1,1"
"16,95500,45.91,1,1"
"5,95481,45.9,1,4"
"5,95480.99,45.9,1,14"
"5,95391.78,45.86,1,13"
"8,95355,45.84,1,11"
"6,95313.08,45.82,1,7"
"15,95289.24,45.81,1,17"
"6,95283.71,45.81,1,5"
"6,95038.04,45.69,1,7"
"5,95017.5,45.68,1,13"
"3,95000,45.67,1,11"
"5,95000,45.67,1,3"
"6,94972.76,45.66,1,11"
"10,94933.15,45.64,1,18"
"1,90555.59,43.54,1,16"
"6,90366.96,43.45,1,17"
"6,90366.96,43.45,1,19"
"6,90366.96,43.45,1,13"
"6,90366.96,43.45,1,6"
"6,90366.96,43.45,1,9"
"6,90366.96,43.45,1,14"
"6,90366.96,43.45,1,2"
"6,90366.96,43.45,1,19"
"7,90344.7,43.43,1,13"
"15,90318.41,43.42,1,4"
"14,90262.77,43.4,1,14"
"4,90060.17,43.3,1,17"
"4,90058.53,43.3,1,8"
"15,90000,43.27,1,3"
"5,90000,43.27,1,16"
"14,90000,43.27,1,20"
"5,89846.9,43.2,1,2"
"10,89843.5,43.19,1,4"
"15,89819.45,43.18,1,7"
"12,89802,43.17,1,5"
"15,89801.71,43.17,1,16"
"3,89771.06,43.16,1,9"
"5,89708.32,43.13,1,1"
"15,89683.33,43.12,1,16"
"7,89639.81,43.1,1,14"
"7,89632.19,43.09,1,8"
"10,89610,43.08,1,7"
"4,89573.9,43.06,1,9"
"4,89548.78,43.05,1,15"
"15,89515.5,43.04,1,9"
"10,89438.17,43,1,20"
"10,89418,42.99,1,17"
"8,89407.62,42.98,1,9"
"15,89375.16,42.97,1,19"
"14,89335.82,42.95,1,4"
"15,89324.3,42.94,1,1"
"9,89296.61,42.93,1,1"
"7,89264.73,42.92,1,6"
"10,88895.92,42.74,1,7"
"10,88895.92,42.74,1,12"
"10,88895.92,42.74,1,1"
"10,88895.92,42.74,1,18"
"4,88834.96,42.71,1,2"
"6,88813.48,42.7,1,2"
"15,88790.77,42.69,1,15"
"15,88744.96,42.67,1,7"
"15,88689.09,42.64,1,17"
"3,88639.42,42.62,1,18"
"3,88615.68,42.6,1,15"
"6,86063.77,41.38,1,16"
"17,83934.33,40.35,1,9"
"6,86063.77,41.38,1,3"
"17,83934.33,31.04,1,14"
"6,86063.77,41.38,1,5"
"17,83934.33,31.04,1,11"
"15,84504.5,40.63,1,3"
"6,86063.77,41.38,1,2"
"17,83934.33,31.04,1,12"
"6,86063.77,41.38,1,16"
"15,82544.68,39.68,1,15"
"14,84437.43,40.59,1,10"
"17,83934.33,31.04,1,8"
"6,86063.77,41.38,1,4"
"3,82421.41,49.53,2,8"
"14,84358.43,40.56,1,17"
"17,83934.33,31.04,1,12"
"6,86063.77,41.38,1,12"
"10,82400,39.62,1,19"
"15,84300.57,40.53,1,17"
"17,83934.33,31.04,1,14"
"6,86063.77,41.38,1,6"
"14,82375.09,39.6,1,14"
"15,84286.82,40.52,1,7"
"17,83934.33,31.04,1,6"
"6,86063.77,41.38,1,1"
"14,82369.73,39.6,1,20"
"3,84285.02,40.52,1,4"
"5,86000,41.35,1,13"
"17,83934.33,31.04,1,6"
"17,83934.33,31.04,1,19"
"7,85935.9,41.32,1,14"
"17,83934.33,31.04,1,7"
"15,82318.63,39.58,1,2"
